"c" "over_count" "over_weeks" "over_ratio" "nweeks_reporting"
"169" "89fda0284e008d2e0c980fb13f9a68f3" "13" "2" "0.0909090909090909" "11"
"170" "89fda0284e008d2e0c980fb13f98ed57" "58" "11" "0.0588235294117647" "17"
"171" "89fda0284e008d2e0c980fb13f998a68" "8" "4" "0.0666666666666667" "15"
"172" "89fda0284e008d2e0c980fb13f94d6ef" "25" "7" "0.0666666666666667" "15"
"173" "89fda0284e008d2e0c980fb13f9ab9a8" "2" "2" "0.166666666666667" "6"
"174" "89fda0284e008d2e0c980fb13f958016" "19" "4" "0.2" "5"
"175" "70c6ba6f55ed21716fe725c21469ace7" "5" "1" "0.1" "10"
"176" "89fda0284e008d2e0c980fb13f98d506" "43" "9" "0.0625" "16"
"177" "89fda0284e008d2e0c980fb13f9692b3" "19" "4" "0.0769230769230769" "13"
"178" "89fda0284e008d2e0c980fb13f95ad0e" "1" "1" "0.5" "2"
"179" "89fda0284e008d2e0c980fb13f95dbc7" "7" "3" "0.142857142857143" "7"
"180" "89fda0284e008d2e0c980fb13f98d9d7" "33" "5" "0.111111111111111" "9"
"181" "89fda0284e008d2e0c980fb13f98c6e0" "4" "3" "0.142857142857143" "7"
"182" "89fda0284e008d2e0c980fb13f98af77" "68" "10" "0.0666666666666667" "15"
"183" "89fda0284e008d2e0c980fb13f95205a" "21" "5" "0.125" "8"
"184" "89fda0284e008d2e0c980fb13f97031c" "8" "1" "0.5" "2"
"185" "89fda0284e008d2e0c980fb13f95623e" "25" "8" "0.0909090909090909" "11"
"186" "89fda0284e008d2e0c980fb13f976b14" "0" "0" "0.142857142857143" "7"
"187" "89fda0284e008d2e0c980fb13f96114d" "1" "1" "0.2" "5"
"188" "89fda0284e008d2e0c980fb13f95a0fb" "10" "1" "0.25" "4"
"189" "89fda0284e008d2e0c980fb13f9a9d0f" "0" "0" "0.5" "2"
"190" "89fda0284e008d2e0c980fb13f98abea" "47" "12" "0.0526315789473684" "19"
"191" "89fda0284e008d2e0c980fb13f98a6d5" "22" "6" "0.0625" "16"
"192" "89fda0284e008d2e0c980fb13f96a8a3" "0" "0" "0.142857142857143" "7"
"193" "89fda0284e008d2e0c980fb13f990df9" "0" "0" "1" "1"
"194" "fcd13ae716841026ee760704bb0d7ba4" "6" "1" "0.333333333333333" "3"
"195" "89fda0284e008d2e0c980fb13f993d70" "0" "0" "1" "1"
"196" "89fda0284e008d2e0c980fb13f96cf64" "0" "0" "0.5" "2"
"197" "89fda0284e008d2e0c980fb13f9849f8" "8" "1" "0.25" "4"
"198" "89fda0284e008d2e0c980fb13f96bd60" "0" "0" "1" "1"
"199" "89fda0284e008d2e0c980fb13f9ab153" "10" "1" "1" "1"
"200" "89fda0284e008d2e0c980fb13f955cb1" "5" "1" "0.2" "5"
"201" "89fda0284e008d2e0c980fb13f950883" "4" "1" "0.25" "4"
"202" "89fda0284e008d2e0c980fb13f9ae796" "28" "9" "0.0833333333333333" "12"
"203" "89fda0284e008d2e0c980fb13f9b3322" "71" "5" "0.142857142857143" "7"
"204" "89fda0284e008d2e0c980fb13f997d88" "25" "3" "0.125" "8"
"205" "89fda0284e008d2e0c980fb13f94e6b6" "5" "2" "0.142857142857143" "7"
"206" "89fda0284e008d2e0c980fb13f9a4d8a" "60" "9" "0.0666666666666667" "15"
"207" "70c6ba6f55ed21716fe725c2146982df" "29" "4" "0.166666666666667" "6"
"208" "89fda0284e008d2e0c980fb13f9a0d1f" "0" "0" "0.333333333333333" "3"
"209" "89fda0284e008d2e0c980fb13f97cb4f" "2" "1" "0.25" "4"
"210" "89fda0284e008d2e0c980fb13f96a690" "0" "0" "0.5" "2"
"211" "70c6ba6f55ed21716fe725c214691571" "6" "2" "0.2" "5"
"212" "89fda0284e008d2e0c980fb13f96fddb" "1" "1" "0.25" "4"
"213" "fb6e0b19cbe3ef683a10c4c47669d46d" "5" "1" "1" "1"
"214" "70c6ba6f55ed21716fe725c2146972eb" "11" "4" "0.2" "5"
"215" "89fda0284e008d2e0c980fb13f9b1ab6" "8" "4" "0.142857142857143" "7"
"216" "89fda0284e008d2e0c980fb13f9b05d4" "22" "2" "0.5" "2"
"217" "89fda0284e008d2e0c980fb13f95cb81" "11" "1" "0.5" "2"
"218" "89fda0284e008d2e0c980fb13f9a2e6b" "30" "5" "0.125" "8"
"219" "89fda0284e008d2e0c980fb13f9859d8" "2" "1" "0.333333333333333" "3"
"220" "89fda0284e008d2e0c980fb13f97710a" "5" "1" "0.5" "2"
"221" "89fda0284e008d2e0c980fb13f96de63" "2" "2" "0.166666666666667" "6"
"222" "fb6e0b19cbe3ef683a10c4c47669d0ce" "0" "0" "0.2" "5"
"223" "fb6e0b19cbe3ef683a10c4c47669bc70" "0" "0" "0.5" "2"
"224" "89fda0284e008d2e0c980fb13f959c0a" "6" "1" "0.25" "4"
"225" "89fda0284e008d2e0c980fb13f9a06a3" "1" "1" "0.5" "2"
"226" "89fda0284e008d2e0c980fb13f9a1c42" "2" "1" "0.25" "4"
"227" "89fda0284e008d2e0c980fb13f9a052b" "0" "0" "1" "1"
"228" "89fda0284e008d2e0c980fb13f98fd43" "3" "2" "0.5" "2"
