"c" "num_over" "percent_over" "nquestions"
"25" "89fda0284e008d2e0c980fb13f9ab9a8" "1" "0.0136986301369863" "73"
"26" "89fda0284e008d2e0c980fb13f96372c" "4" "0.0547945205479452" "73"
"27" "89fda0284e008d2e0c980fb13f99f90d" "0" "0" "73"
"28" "89fda0284e008d2e0c980fb13f98fe2e" "0" "0" "73"
"29" "89fda0284e008d2e0c980fb13f97cef7" "6" "0.0821917808219178" "73"
"30" "89fda0284e008d2e0c980fb13f987d0e" "1" "0.0136986301369863" "73"
"31" "89fda0284e008d2e0c980fb13f9b3f75" "0" "0" "73"
"32" "89fda0284e008d2e0c980fb13f957a1e" "2" "0.0273972602739726" "73"
"33" "89fda0284e008d2e0c980fb13f98d506" "1" "0.0136986301369863" "73"
"34" "89fda0284e008d2e0c980fb13f9b19cd" "0" "0" "73"
"35" "89fda0284e008d2e0c980fb13f9ad330" "0" "0" "73"
"36" "89fda0284e008d2e0c980fb13f96a690" "0" "0" "73"
"37" "89fda0284e008d2e0c980fb13f99a3ad" "1" "0.0136986301369863" "73"
"38" "89fda0284e008d2e0c980fb13f97d834" "1" "0.0136986301369863" "73"
"39" "89fda0284e008d2e0c980fb13f972945" "1" "0.0136986301369863" "73"
"40" "89fda0284e008d2e0c980fb13f97dff4" "5" "0.0684931506849315" "73"
"41" "89fda0284e008d2e0c980fb13f985425" "0" "0" "73"
"42" "89fda0284e008d2e0c980fb13f955485" "2" "0.0273972602739726" "73"
"43" "89fda0284e008d2e0c980fb13f9899b3" "0" "0" "73"
"44" "70c6ba6f55ed21716fe725c214694428" "0" "0" "73"
"45" "89fda0284e008d2e0c980fb13f969126" "3" "0.0410958904109589" "73"
"46" "89fda0284e008d2e0c980fb13f964b7e" "3" "0.0410958904109589" "73"
"47" "70c6ba6f55ed21716fe725c21469fe3b" "3" "0.0410958904109589" "73"
"48" "89fda0284e008d2e0c980fb13f952278" "1" "0.0136986301369863" "73"
"49" "70c6ba6f55ed21716fe725c21469a1e0" "0" "0" "73"
"50" "89fda0284e008d2e0c980fb13f95bb9f" "0" "0" "73"
"51" "89fda0284e008d2e0c980fb13f979bb8" "0" "0" "73"
"52" "89fda0284e008d2e0c980fb13f950d25" "0" "0" "73"
"53" "89fda0284e008d2e0c980fb13f98af77" "4" "0.0547945205479452" "73"
"54" "89fda0284e008d2e0c980fb13f9a6a78" "3" "0.0410958904109589" "73"
"55" "89fda0284e008d2e0c980fb13f958239" "0" "0" "73"
"56" "89fda0284e008d2e0c980fb13f9b1ab6" "1" "0.0136986301369863" "73"
"57" "89fda0284e008d2e0c980fb13f9a4d8a" "1" "0.0136986301369863" "73"
"58" "89fda0284e008d2e0c980fb13f95e9b4" "1" "0.0136986301369863" "73"
"59" "89fda0284e008d2e0c980fb13f97eeaa" "18" "0.246575342465753" "73"
"60" "89fda0284e008d2e0c980fb13f9a6042" "2" "0.0273972602739726" "73"
"61" "89fda0284e008d2e0c980fb13f9ab153" "0" "0" "73"
"62" "89fda0284e008d2e0c980fb13f9ad888" "1" "0.0136986301369863" "73"
"63" "89fda0284e008d2e0c980fb13f994cf8" "1" "0.0136986301369863" "73"
"64" "89fda0284e008d2e0c980fb13f97583c" "0" "0" "73"
"65" "89fda0284e008d2e0c980fb13f992222" "0" "0" "73"
"66" "89fda0284e008d2e0c980fb13f95f2b4" "2" "0.0273972602739726" "73"
"67" "89fda0284e008d2e0c980fb13f9b2365" "1" "0.0136986301369863" "73"
"68" "89fda0284e008d2e0c980fb13f9866e8" "4" "0.0547945205479452" "73"
"69" "89fda0284e008d2e0c980fb13f9a88cd" "0" "0" "73"
"70" "89fda0284e008d2e0c980fb13f9628e2" "1" "0.0136986301369863" "73"
"71" "89fda0284e008d2e0c980fb13f95300e" "0" "0" "73"
"72" "89fda0284e008d2e0c980fb13f970282" "0" "0" "73"
"73" "89fda0284e008d2e0c980fb13f98b956" "4" "0.0547945205479452" "73"
"74" "70c6ba6f55ed21716fe725c214692ffd" "0" "0" "73"
"75" "89fda0284e008d2e0c980fb13f94e5b7" "3" "0.0410958904109589" "73"
"76" "89fda0284e008d2e0c980fb13f983809" "0" "0" "73"
"77" "89fda0284e008d2e0c980fb13f99d8c6" "2" "0.0273972602739726" "73"
"78" "89fda0284e008d2e0c980fb13f95b755" "0" "0" "73"
"79" "89fda0284e008d2e0c980fb13f98ed57" "1" "0.0136986301369863" "73"
"80" "89fda0284e008d2e0c980fb13f979609" "4" "0.0547945205479452" "73"
"81" "89fda0284e008d2e0c980fb13f961f23" "0" "0" "73"
"82" "89fda0284e008d2e0c980fb13f97850c" "5" "0.0684931506849315" "73"
"83" "89fda0284e008d2e0c980fb13f964e6a" "3" "0.0410958904109589" "73"
"84" "89fda0284e008d2e0c980fb13f97fc0a" "0" "0" "73"
"85" "89fda0284e008d2e0c980fb13f95fe45" "4" "0.0547945205479452" "73"
"86" "89fda0284e008d2e0c980fb13f999c89" "0" "0" "73"
"87" "89fda0284e008d2e0c980fb13f99a592" "1" "0.0136986301369863" "73"
"88" "89fda0284e008d2e0c980fb13f997d88" "1" "0.0136986301369863" "73"
"89" "89fda0284e008d2e0c980fb13f966e31" "0" "0" "73"
"90" "89fda0284e008d2e0c980fb13f981bae" "0" "0" "73"
"91" "89fda0284e008d2e0c980fb13f989136" "5" "0.0684931506849315" "73"
"92" "89fda0284e008d2e0c980fb13f995be3" "2" "0.0273972602739726" "73"
"93" "89fda0284e008d2e0c980fb13f98c6e0" "0" "0" "73"
"94" "89fda0284e008d2e0c980fb13f97722c" "3" "0.0410958904109589" "73"
"95" "89fda0284e008d2e0c980fb13f992875" "2" "0.0273972602739726" "73"
"96" "89fda0284e008d2e0c980fb13f9a5551" "1" "0.0136986301369863" "73"
"97" "89fda0284e008d2e0c980fb13f96554b" "2" "0.0273972602739726" "73"
"98" "89fda0284e008d2e0c980fb13f9b46eb" "3" "0.0410958904109589" "73"
"99" "70c6ba6f55ed21716fe725c21469c91d" "1" "0.0136986301369863" "73"
"100" "89fda0284e008d2e0c980fb13f98736b" "0" "0" "73"
"101" "89fda0284e008d2e0c980fb13f95f7a6" "7" "0.0958904109589041" "73"
"102" "89fda0284e008d2e0c980fb13f94d6ef" "1" "0.0136986301369863" "73"
"103" "89fda0284e008d2e0c980fb13f9859d8" "0" "0" "73"
"104" "89fda0284e008d2e0c980fb13f96c45a" "1" "0.0136986301369863" "73"
"105" "89fda0284e008d2e0c980fb13f968eb0" "1" "0.0136986301369863" "73"
"106" "89fda0284e008d2e0c980fb13f983d38" "1" "0.0136986301369863" "73"
"107" "89fda0284e008d2e0c980fb13f97bafa" "3" "0.0410958904109589" "73"
"108" "89fda0284e008d2e0c980fb13f966efc" "4" "0.0547945205479452" "73"
"109" "89fda0284e008d2e0c980fb13f960ab3" "1" "0.0136986301369863" "73"
"110" "89fda0284e008d2e0c980fb13f95a0fb" "0" "0" "73"
"111" "89fda0284e008d2e0c980fb13f96442a" "2" "0.0273972602739726" "73"
"112" "fcd13ae716841026ee760704bb0d99ee" "1" "0.0136986301369863" "73"
"113" "89fda0284e008d2e0c980fb13f9ac931" "0" "0" "73"
"114" "89fda0284e008d2e0c980fb13f95477d" "0" "0" "73"
"115" "89fda0284e008d2e0c980fb13f99c940" "0" "0" "73"
"116" "89fda0284e008d2e0c980fb13f98abea" "3" "0.0410958904109589" "73"
"117" "89fda0284e008d2e0c980fb13f956856" "0" "0" "73"
"118" "89fda0284e008d2e0c980fb13f98317d" "2" "0.0273972602739726" "73"
"119" "70c6ba6f55ed21716fe725c2146903eb" "4" "0.0547945205479452" "73"
"120" "89fda0284e008d2e0c980fb13f978e69" "0" "0" "73"
"121" "89fda0284e008d2e0c980fb13f99e74b" "2" "0.0273972602739726" "73"
"122" "89fda0284e008d2e0c980fb13f97ae9f" "0" "0" "73"
"123" "89fda0284e008d2e0c980fb13f9a2e6b" "2" "0.0273972602739726" "73"
"124" "89fda0284e008d2e0c980fb13f9509fd" "0" "0" "73"
"125" "89fda0284e008d2e0c980fb13f9b5439" "0" "0" "73"
"126" "89fda0284e008d2e0c980fb13f98311d" "0" "0" "73"
"127" "fcd13ae716841026ee760704bb0d89b2" "0" "0" "73"
"128" "89fda0284e008d2e0c980fb13f970c18" "5" "0.0684931506849315" "73"
"129" "89fda0284e008d2e0c980fb13f9692b3" "0" "0" "73"
"130" "89fda0284e008d2e0c980fb13f9ae796" "2" "0.0273972602739726" "73"
"131" "89fda0284e008d2e0c980fb13f97cb4f" "0" "0" "73"
"132" "89fda0284e008d2e0c980fb13f992e2c" "0" "0" "73"
"133" "89fda0284e008d2e0c980fb13f950688" "0" "0" "73"
"134" "89fda0284e008d2e0c980fb13f95623e" "3" "0.0410958904109589" "73"
"135" "89fda0284e008d2e0c980fb13f9b1273" "0" "0" "73"
"136" "89fda0284e008d2e0c980fb13f976b14" "0" "0" "73"
"137" "89fda0284e008d2e0c980fb13f9a7b0c" "3" "0.0410958904109589" "73"
"138" "89fda0284e008d2e0c980fb13f980116" "2" "0.0273972602739726" "73"
"139" "89fda0284e008d2e0c980fb13f99b52b" "0" "0" "73"
"140" "89fda0284e008d2e0c980fb13f99a47e" "0" "0" "73"
"141" "89fda0284e008d2e0c980fb13f9992a6" "0" "0" "73"
"142" "89fda0284e008d2e0c980fb13f9b1c77" "1" "0.0136986301369863" "73"
"143" "89fda0284e008d2e0c980fb13f9597bc" "0" "0" "73"
"144" "89fda0284e008d2e0c980fb13f9978cb" "0" "0" "73"
"145" "89fda0284e008d2e0c980fb13f951435" "0" "0" "73"
"146" "89fda0284e008d2e0c980fb13f94fae5" "2" "0.0273972602739726" "73"
"147" "89fda0284e008d2e0c980fb13f9b0cfa" "0" "0" "73"
"148" "89fda0284e008d2e0c980fb13f98872f" "2" "0.0273972602739726" "73"
"149" "70c6ba6f55ed21716fe725c214694627" "0" "0" "73"
"150" "89fda0284e008d2e0c980fb13f96de63" "0" "0" "73"
"151" "89fda0284e008d2e0c980fb13f99fa39" "0" "0" "73"
"152" "89fda0284e008d2e0c980fb13f950883" "0" "0" "73"
"153" "89fda0284e008d2e0c980fb13f98a6d5" "1" "0.0136986301369863" "73"
"154" "89fda0284e008d2e0c980fb13f966281" "0" "0" "73"
"155" "89fda0284e008d2e0c980fb13f99886e" "0" "0" "73"
"156" "89fda0284e008d2e0c980fb13f94f3f9" "0" "0" "73"
"157" "fb6e0b19cbe3ef683a10c4c47669d0ce" "0" "0" "73"
"158" "89fda0284e008d2e0c980fb13f973bdc" "0" "0" "73"
"159" "89fda0284e008d2e0c980fb13f97bdf2" "0" "0" "73"
"160" "89fda0284e008d2e0c980fb13f976d3e" "1" "0.0136986301369863" "73"
"161" "89fda0284e008d2e0c980fb13f94f406" "0" "0" "73"
"162" "89fda0284e008d2e0c980fb13f96114d" "0" "0" "73"
"163" "89fda0284e008d2e0c980fb13f978578" "0" "0" "73"
"164" "89fda0284e008d2e0c980fb13f9735c8" "0" "0" "73"
"165" "70c6ba6f55ed21716fe725c21469ace7" "0" "0" "73"
"166" "89fda0284e008d2e0c980fb13f9900d3" "0" "0" "73"
"167" "89fda0284e008d2e0c980fb13f985a55" "0" "0" "73"
"168" "89fda0284e008d2e0c980fb13f960194" "0" "0" "73"
"169" "89fda0284e008d2e0c980fb13f97a0ca" "0" "0" "73"
"170" "89fda0284e008d2e0c980fb13f956dab" "0" "0" "73"
"171" "89fda0284e008d2e0c980fb13f980ee3" "0" "0" "73"
"172" "89fda0284e008d2e0c980fb13f9528e1" "0" "0" "73"
"173" "89fda0284e008d2e0c980fb13f97478a" "0" "0" "73"
"174" "89fda0284e008d2e0c980fb13f955cb1" "0" "0" "73"
"175" "70c6ba6f55ed21716fe725c21469e6ed" "0" "0" "73"
"176" "89fda0284e008d2e0c980fb13f98d9d7" "1" "0.0136986301369863" "73"
"177" "70c6ba6f55ed21716fe725c2146966b6" "0" "0" "73"
"178" "89fda0284e008d2e0c980fb13f9b3322" "14" "0.191780821917808" "73"
"179" "89fda0284e008d2e0c980fb13f990df9" "0" "0" "73"
"180" "89fda0284e008d2e0c980fb13f95dbc7" "0" "0" "73"
"181" "89fda0284e008d2e0c980fb13f959c0a" "0" "0" "73"
"182" "fb6e0b19cbe3ef683a10c4c47669bc70" "0" "0" "73"
"183" "89fda0284e008d2e0c980fb13f96ef9f" "1" "0.0136986301369863" "73"
"184" "70c6ba6f55ed21716fe725c2146972eb" "0" "0" "73"
"185" "89fda0284e008d2e0c980fb13f976515" "0" "0" "73"
"186" "89fda0284e008d2e0c980fb13f9b5305" "1" "0.0136986301369863" "73"
"187" "89fda0284e008d2e0c980fb13f958016" "1" "0.0136986301369863" "73"
"188" "89fda0284e008d2e0c980fb13f99f651" "0" "0" "73"
"189" "89fda0284e008d2e0c980fb13f98e475" "0" "0" "73"
"190" "fcd13ae716841026ee760704bb0da4a8" "0" "0" "73"
"191" "89fda0284e008d2e0c980fb13f9a9d0f" "0" "0" "73"
"192" "fcd13ae716841026ee760704bb0d7fee" "1" "0.0136986301369863" "73"
"193" "89fda0284e008d2e0c980fb13f9a3e49" "0" "0" "73"
"194" "89fda0284e008d2e0c980fb13f999899" "0" "0" "73"
"195" "89fda0284e008d2e0c980fb13f95ad0e" "0" "0" "73"
"196" "89fda0284e008d2e0c980fb13f97031c" "0" "0" "73"
"197" "89fda0284e008d2e0c980fb13f954d49" "0" "0" "73"
"198" "89fda0284e008d2e0c980fb13f987fd5" "0" "0" "73"
"199" "70c6ba6f55ed21716fe725c214691571" "0" "0" "73"
"200" "89fda0284e008d2e0c980fb13f94e6b6" "0" "0" "73"
"201" "89fda0284e008d2e0c980fb13f9a68f3" "2" "0.0273972602739726" "73"
"202" "fcd13ae716841026ee760704bb0d7ba4" "0" "0" "73"
"203" "fcd13ae716841026ee760704bb0d89a7" "0" "0" "73"
"204" "89fda0284e008d2e0c980fb13f998a68" "0" "0" "73"
"205" "89fda0284e008d2e0c980fb13f9a0d1f" "0" "0" "73"
"206" "89fda0284e008d2e0c980fb13f97256b" "0" "0" "73"
"207" "89fda0284e008d2e0c980fb13f9849f8" "0" "0" "73"
"208" "89fda0284e008d2e0c980fb13f9a6d98" "0" "0" "73"
"209" "89fda0284e008d2e0c980fb13f95cb81" "0" "0" "73"
"210" "89fda0284e008d2e0c980fb13f96e561" "0" "0" "73"
"211" "89fda0284e008d2e0c980fb13f98f9d5" "0" "0" "73"
"212" "89fda0284e008d2e0c980fb13f9afb45" "0" "0" "73"
"213" "fcd13ae716841026ee760704bb0d92e5" "0" "0" "73"
"214" "89fda0284e008d2e0c980fb13f958a63" "0" "0" "73"
"215" "fb6e0b19cbe3ef683a10c4c47669d46d" "0" "0" "73"
"216" "89fda0284e008d2e0c980fb13f96cf64" "0" "0" "73"
"217" "89fda0284e008d2e0c980fb13f967b9f" "0" "0" "73"
"218" "89fda0284e008d2e0c980fb13f9a1c42" "0" "0" "73"
"219" "89fda0284e008d2e0c980fb13f98fd43" "0" "0" "73"
"220" "89fda0284e008d2e0c980fb13f97540b" "0" "0" "73"
"221" "89fda0284e008d2e0c980fb13f96f087" "0" "0" "73"
"222" "89fda0284e008d2e0c980fb13f97710a" "0" "0" "73"
"223" "89fda0284e008d2e0c980fb13f96fddb" "0" "0" "73"
"224" "89fda0284e008d2e0c980fb13f9b05d4" "0" "0" "73"
"225" "89fda0284e008d2e0c980fb13f9a06a3" "0" "0" "73"
"226" "89fda0284e008d2e0c980fb13f9a052b" "0" "0" "73"
"227" "89fda0284e008d2e0c980fb13f96bd60" "0" "0" "73"
"228" "89fda0284e008d2e0c980fb13f993d70" "0" "0" "73"
