"chw" "aggregate_count" "aggregate_percent" "chw2" "total_count" "total_percent"
"128" "89fda0284e008d2e0c980fb13f97d834" 19 0.0399159663865546 "89fda0284e008d2e0c980fb13f97d834" 1 0.0136986301369863
"129" "89fda0284e008d2e0c980fb13f961f23" 32 0.0585009140767824 "89fda0284e008d2e0c980fb13f961f23" 0 0
"130" "89fda0284e008d2e0c980fb13f99fa39" 0 0 "89fda0284e008d2e0c980fb13f99fa39" 0 0
"131" "89fda0284e008d2e0c980fb13f9b1ab6" 27 0.0794117647058823 "89fda0284e008d2e0c980fb13f9b1ab6" 1 0.0136986301369863
"132" "89fda0284e008d2e0c980fb13f95bb9f" 6 0.0147058823529412 "89fda0284e008d2e0c980fb13f95bb9f" 0 0
"133" "89fda0284e008d2e0c980fb13f97256b" 6 0.0179640718562874 "89fda0284e008d2e0c980fb13f97256b" 0 0
"134" "89fda0284e008d2e0c980fb13f9aee39" 27 0.0656934306569343 "89fda0284e008d2e0c980fb13f9aee39" 4 0.0547945205479452
"135" "89fda0284e008d2e0c980fb13f987fd5" 0 0 "89fda0284e008d2e0c980fb13f987fd5" 0 0
"136" "89fda0284e008d2e0c980fb13f95cb81" 4 0.0196078431372549 "89fda0284e008d2e0c980fb13f95cb81" 0 0
"137" "89fda0284e008d2e0c980fb13f958a63" 0 0 "89fda0284e008d2e0c980fb13f958a63" 0 0
"138" "fcd13ae716841026ee760704bb0d7fee" 2 0.00579710144927536 "fcd13ae716841026ee760704bb0d7fee" 1 0.0136986301369863
"139" "89fda0284e008d2e0c980fb13f982710" 8 0.0145985401459854 "89fda0284e008d2e0c980fb13f982710" 1 0.0136986301369863
"140" "89fda0284e008d2e0c980fb13f95300e" 8 0.0168067226890756 "89fda0284e008d2e0c980fb13f95300e" 0 0
"141" "89fda0284e008d2e0c980fb13f9a5551" 5 0.00912408759124088 "89fda0284e008d2e0c980fb13f9a5551" 1 0.0136986301369863
"142" "89fda0284e008d2e0c980fb13f96ef9f" 8 0.0192771084337349 "89fda0284e008d2e0c980fb13f96ef9f" 1 0.0136986301369863
